BankID	BankName	BankStreet	BankCity	BankState	BankZip
37542	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
37543	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
37544	Farmers Savings Bank & Trust	611 Second St	TRAER	IA	50675
37545	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37546	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37547	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37548	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
37549	Mountain America FCU	9800 S Monroe St	SANDY	UT	84070
37550	KeyBank National Association	127 Public Sq	CLEVELAND	OH	44114
37551	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37552	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37553	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37554	PromiseOne Bank	2385 Pleasant Hill Rd	DULUTH	GA	30096
37555	Citizens State Bank of La Crosse	620 Main St	LA CROSSE	WI	54601
37556	Fifth Third Bank	38 Fountain Sq Plz	CINCINNATI	OH	45263
37557	Community National Bank & Trust of Texas	321 N 15th St	CORSICANA	TX	75110
37558	Columbia State Bank	1301 A St	TACOMA	WA	98402
37559	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37560	Mountain America FCU	9800 S Monroe St	SANDY	UT	84070
37561	First State Bank of Randolph County	81 Court St	CUTHBERT	GA	39840
37562	Central Bank of Boone County	720 E Broadway	COLUMBIA	MO	65201
37563	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37564	"NBT Bank, National Association"	52 S Broad St	NORWICH	NY	13815
37565	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37566	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
37567	The Bryn Mawr Trust Company	801 Lancaster Ave	BRYN MAWR	PA	19010
37568	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37569	"HSBC Bank USA, National Association"	"1800 Tysons Blvd, Ste 50"	MCLEAN	VA	22102
37570	Old National Bank	One Main St	EVANSVILLE	IN	47708
37571	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37572	Gulf Coast Bank and Trust Company	200 St. Charles Ave	NEW ORLEANS	LA	70130
37573	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37574	Commonwealth Business Bank	"3435 Wilshire Blvd, Ste 700"	LOS ANGELES	CA	90010
37575	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
37576	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
37577	"Fulton Bank, National Association"	One Penn Sq	LANCASTER	PA	17602
37578	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
37579	Bank OZK	17901 Chenal Pkwy	LITTLE ROCK	AR	72223
37580	MidFirst Bank	501 NW Grand Blvd	OKLAHOMA CITY	OK	73118
37581	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37582	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37583	"Fulton Bank, National Association"	One Penn Sq	LANCASTER	PA	17602
37584	KeyBank National Association	127 Public Sq	CLEVELAND	OH	44114
37585	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
37586	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37587	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37588	"Bank of America, National Association"	"100 N Tryon St, Ste 170"	CHARLOTTE	NC	28202
37589	Enterprise Bank and Trust Company	222 Merrimack St	LOWELL	MA	01852
37590	Live Oak Banking Company	1741 Tiburon Dr	WILMINGTON	NC	28403
37591	Live Oak Banking Company	1741 Tiburon Dr	WILMINGTON	NC	28403
37592	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37593	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37594	Old National Bank	One Main St	EVANSVILLE	IN	47708
37595	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
37596	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37597	"UMB Bank, National Association"	1010 Grand Blvd	KANSAS CITY	MO	64106
37598	Drake Bank	"60 E Plato Blvd, Ste 100"	SAINT PAUL	MN	55107
37599	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
37600	East Cambridge Savings Bank	292 Cambridge St	CAMBRIDGE	MA	02141
37601	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37602	Commonwealth Business Bank	"3435 Wilshire Blvd, Ste 700"	LOS ANGELES	CA	90010
37603	Central State Bank	11025 Hwy 25	CALERA	AL	35040
37604	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
37605	"Bank of America, National Association"	"100 N Tryon St, Ste 170"	CHARLOTTE	NC	28202
37606	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
37607	"Bank of America, National Association"	"100 N Tryon St, Ste 170"	CHARLOTTE	NC	28202
37608	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
37609	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37610	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37611	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37612	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37613	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37614	First Financial Bank	255 E Fifth St	CINCINNATI	OH	45202
37615	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37616	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37617	KeyBank National Association	127 Public Sq	CLEVELAND	OH	44114
37618	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37619	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37620	United Community Bank	177 Hwy 515 E	BLAIRSVILLE	GA	30512
37621	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37622	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37623	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37624	"Bank of Bridger, National Association"	101 S Main St	BRIDGER	MT	59014
37625	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37626	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37627	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
37628	Quad City Bank and Trust Company	2118 Middle Rd	BETTENDORF	IA	52722
37629	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37630	AuburnBank	100 N Gay St	AUBURN	AL	36830
37631	Catlin Bank	202 S Sandusky St	CATLIN	IL	61817
37632	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37633	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37634	"Schaumburg Bank & Trust Company, National Association"	1180 E Higgins Rd	SCHAUMBURG	IL	60173
37635	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37636	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37637	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37638	Randolph-Brooks FCU	1 IKEA-RBFCU Parkway	LIVE OAK	TX	78233
37639	Pacific Western Bank	"9701 Wilshire Blvd, Ste 700"	BEVERLY HILLS	CA	90212
37640	"Viking Bank, National Association"	4277 Dakota St	ALEXANDRIA	MN	56308
37641	"North Shore Bank, A Cooperative Bank"	248 Andover St	PEABODY	MA	01960
37642	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37643	"North Shore Bank, A Cooperative Bank"	248 Andover St	PEABODY	MA	01960
37644	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37645	GFA FCU	229 Parker St	GARDNER	MA	01440
37646	Farmers State Bank	1240 8th Ave	MARION	IA	52302
37647	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
37648	"FirstCapital Bank of Texas, National Association"	"310 W Wall St, Ste 100"	MIDLAND	TX	79701
37649	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37650	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37651	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
37652	Columbia State Bank	1301 A St	TACOMA	WA	98402
37653	KeyBank National Association	127 Public Sq	CLEVELAND	OH	44114
37654	Columbia State Bank	1301 A St	TACOMA	WA	98402
37655	Community Banking Company of Fitzgerald	102 W Roanoke Dr	FITZGERALD	GA	31750
37656	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37657	Community Bank of Mississippi	323 E Third St	FOREST	MS	39074
37658	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
37659	Arvest Bank	75 N East Ave	FAYETTEVILLE	AR	72701
37660	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37661	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37662	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37663	Arvest Bank	75 N East Ave	FAYETTEVILLE	AR	72701
37664	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37665	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37666	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37667	The Bank of Kremlin	102 Sixth St	KREMLIN	OK	73753
37668	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37669	Eastern Bank	265 Franklin St	BOSTON	MA	02110
37670	Eastern Bank	265 Franklin St	BOSTON	MA	02110
37671	Sandy Spring Bank	17801 Georgia Ave	OLNEY	MD	20832
37672	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37673	Cornerstone Community Bank	2090 Wisconsin Ave	GRAFTON	WI	53024
37674	Cornerstone Community Bank	2090 Wisconsin Ave	GRAFTON	WI	53024
37675	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37676	Heartland Bank	615 6th Ave	SOMERS	IA	50586
37677	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37678	Stearns Bank National Association	4191 2nd St South	SAINT CLOUD	MN	56301
37679	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37680	First Horizon Bank	165 Madison Ave	MEMPHIS	TN	38103
37681	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
37682	Walker State Bank	116 Greene St	WALKER	IA	52352
37683	Meredith Village Savings Bank	24 State Rte 25	MEREDITH	NH	03253
37684	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37685	Community First Capital Corp	51 S Duke Street	Lancaster	PA	17602
37686	"KEB Hana Bank USA, National Association"	201 Main St	FORT LEE	NJ	07024
37687	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37688	"People's United Bank, National Association"	850 Main St	BRIDGEPORT	CT	06604
37689	"HSBC Bank USA, National Association"	"1800 Tysons Blvd, Ste 50"	MCLEAN	VA	22102
37690	Investors Community Bank	2400 S 44th St	MANITOWOC	WI	54220
37691	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
37692	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37693	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37694	"BankWest, Inc"	420 S Pierre St	PIERRE	SD	57501
37695	Investors Community Bank	2400 S 44th St	MANITOWOC	WI	54220
37696	Eastern Bank	265 Franklin St	BOSTON	MA	02110
37697	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37698	SAFE CU	"2295 Iron Point Rd, Ste 100"	FOLSOM	CA	95630
37699	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37700	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
37701	Glacier Bank	202 Main St	KALISPELL	MT	59901
37702	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37703	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37704	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
37705	Passumpsic Savings Bank	497 Railroad St	SAINT JOHNSBURY	VT	05819
37706	The Bank of Castile	50 N Main St	CASTILE	NY	14427
37707	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37708	"Bank of Bridger, National Association"	101 S Main St	BRIDGER	MT	59014
37709	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37710	Enterprise Bank	4091 Mount Royal Blvd	ALLISON PARK	PA	15101
37711	Hometown Bank	80 Sheboygan St	FOND DU LAC	WI	54935
37712	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37713	Community Valley Bank	1443 W Main St	EL CENTRO	CA	92243
37714	Southwest Missouri Bank	300 W 3rd St	CARTHAGE	MO	64836
37715	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37716	Glacier Bank	202 Main St	KALISPELL	MT	59901
37717	Flushing Bank	220 RXR Plz	UNIONDALE	NY	11556
37718	Salem Five Cents Savings Bank	210 Essex St	SALEM	MA	01970
37719	OakStar Bank	1020 E Battlefield Rd	SPRINGFIELD	MO	65807
37720	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37721	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37722	First Hawaiian Bank	999 Bishop St	HONOLULU	HI	96813
37723	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
37724	Open Bank	"1000 Wilshire Blvd, Ste 500"	LOS ANGELES	CA	90017
37725	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37726	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
37727	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37728	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37729	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37730	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37731	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37732	Manasquan Bank	2221 Landmark Place	WALL TOWNSHIP	NJ	08736
37733	Community Bank of the Bay	"180 Grand Ave, Ste 120"	OAKLAND	CA	94612
37734	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
37735	"Wilmington Savings Fund Society, FSB"	500 Delaware Ave	WILMINGTON	DE	19801
37736	SAFE CU	"2295 Iron Point Rd, Ste 100"	FOLSOM	CA	95630
37737	Chelsea Groton Bank	1 Franklin Sq	NORWICH	CT	06360
37738	First State Bank	16100 E Nine Mile Rd	EASTPOINTE	MI	48021
37739	Pacific Premier Bank	"17901 Von Karman Ave, Ste 1200"	IRVINE	CA	92614
37740	"Spirit of Texas Bank, SSB"	625 University Dr East	COLLEGE STATION	TX	77840
37741	Live Oak Banking Company	1741 Tiburon Dr	WILMINGTON	NC	28403
37742	UniBank for Savings	49 Church St	WHITINSVILLE	MA	01588
37743	First Horizon Bank	165 Madison Ave	MEMPHIS	TN	38103
37744	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37745	Columbia State Bank	1301 A St	TACOMA	WA	98402
37746	Salem Five Cents Savings Bank	210 Essex St	SALEM	MA	01970
37747	University First FCU	"3450 S Highland Dr, Ste 201"	SALT LAKE CITY	UT	84106
37748	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37749	Camden National Bank	2 Elm St	CAMDEN	ME	04843
37750	Northwest Bank & Trust Company	100 E Kimberly Rd	DAVENPORT	IA	52806
37751	"Community West Bank, National Association"	5827 Hollister Ave	GOLETA	CA	93117
37752	First National Bank of Pennsylvania	166 Main St	GREENVILLE	PA	16125
37753	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37754	First National Bank of Pennsylvania	166 Main St	GREENVILLE	PA	16125
37755	First Interstate Bank	401 N 31st St	BILLINGS	MT	59101
37756	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37757	City National Bank	555 S Flower St	LOS ANGELES	CA	90071
37758	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
37759	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37760	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37761	"Associated Bank, National Association"	200 N Adams St	GREEN BAY	WI	54301
37762	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
37763	The Bank of Kremlin	102 Sixth St	KREMLIN	OK	73753
37764	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37765	Fifth Third Bank	38 Fountain Sq Plz	CINCINNATI	OH	45263
37766	Franklin Savings Bank	197 Main St	FARMINGTON	ME	04938
37767	ValueBank Texas	3649 Leopard St	CORPUS CHRISTI	TX	78408
37768	Univest Bank and Trust Co.	14 N Main St	SOUDERTON	PA	18964
37769	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37770	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37771	"UMB Bank, National Association"	1010 Grand Blvd	KANSAS CITY	MO	64106
37772	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
37773	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37774	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37775	Northwest Bank & Trust Company	100 E Kimberly Rd	DAVENPORT	IA	52806
37776	"Bank of America, National Association"	"100 N Tryon St, Ste 170"	CHARLOTTE	NC	28202
37777	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37778	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
37779	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37780	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37781	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37782	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37783	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
37784	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
37785	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37786	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37787	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37788	Hancock Whitney Bank	2510 14th St	GULFPORT	MS	39501
37789	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37790	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37791	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37792	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37793	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37794	Fifth Third Bank	38 Fountain Sq Plz	CINCINNATI	OH	45263
37795	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
37796	First National Bank of Pennsylvania	166 Main St	GREENVILLE	PA	16125
37797	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
37798	Eastern Bank	265 Franklin St	BOSTON	MA	02110
37799	Hanmi Bank	"3660 Wilshire Blvd, PH-A"	LOS ANGELES	CA	90010
37800	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37801	WestStar Bank	500 N Mesa St	EL PASO	TX	79901
37802	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
37803	Stock Yards Bank & Trust Company	1040 E Main St	LOUISVILLE	KY	40206
37804	"Verve, a Credit Union"	2900 Universal St	OSHKOSH	WI	54904
37805	First Option Bank	601 Main St	OSAWATOMIE	KS	66064
37806	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37807	BancorpSouth Bank	201 S Spring St	TUPELO	MS	38804
37808	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37809	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37810	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37811	Northway Bank	9 Main St	BERLIN	NH	03570
37812	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37813	Eastern Bank	265 Franklin St	BOSTON	MA	02110
37814	Citizens Business Bank	701 N Haven Ave	ONTARIO	CA	91764
37815	MidFirst Bank	501 NW Grand Blvd	OKLAHOMA CITY	OK	73118
37816	New York Business Development Corporation	50 Beaver Street	Albany	NY	12207
37817	Town and Country Bank	1925 S MacArthur Blvd	SPRINGFIELD	IL	62704
37818	"OneWest Bank, A Division of"	95 S Lake Ave	PASADENA	CA	91101
37819	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37820	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37821	New York Business Development Corporation	50 Beaver Street	Albany	NY	12207
37822	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37823	Commerce Bank	1000 Walnut St	KANSAS CITY	MO	64106
37824	Mountain America FCU	9800 S Monroe St	SANDY	UT	84070
37825	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37826	Berkshire Bank	99 North St	PITTSFIELD	MA	01201
37827	Eastern Bank	265 Franklin St	BOSTON	MA	02110
37828	Town and Country Bank	1925 S MacArthur Blvd	SPRINGFIELD	IL	62704
37829	United Bank of Iowa	501 2nd St	IDA GROVE	IA	51445
37830	Heritage Family FCU	30 Allen St	RUTLAND	VT	05701
37831	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37832	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37833	Heritage Family FCU	30 Allen St	RUTLAND	VT	05701
37834	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37835	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37836	East Boston Savings Bank	10 Meridian St	EAST BOSTON	MA	02128
37837	Cathay Bank	777 N Broadway	LOS ANGELES	CA	90012
37838	Brookline Bank	2 Harvard St	BROOKLINE	MA	02445
37839	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37840	NewBank	146-01 Northern Blvd	NEW YORK CITY	NY	11354
37841	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37842	Century Bank and Trust Company	102 Fellsway W	SOMERVILLE	MA	02145
37843	The Bank of Missouri	916 N Kingshighway	PERRYVILLE	MO	63775
37844	Fidelity Co-Operative Bank	9 Leominster Connector	LEOMINSTER	MA	01453
37845	Seacoast Commerce Bank	"11939 Rancho Bernardo Rd, Ste"	SAN DIEGO	CA	92128
37846	Quantum National Bank	505 Peachtree Industrial Blvd	SUWANEE	GA	30024
37847	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37848	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37849	"First Westroads Bank, Inc"	15750 W Dodge Rd	OMAHA	NE	68118
37850	Open Bank	"1000 Wilshire Blvd, Ste 500"	LOS ANGELES	CA	90017
37851	UniBank for Savings	49 Church St	WHITINSVILLE	MA	01588
37852	Seacoast Commerce Bank	"11939 Rancho Bernardo Rd, Ste"	SAN DIEGO	CA	92128
37853	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37854	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
37855	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37856	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37857	Columbia State Bank	1301 A St	TACOMA	WA	98402
37858	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37859	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37860	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37861	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37862	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37863	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
37864	Old National Bank	One Main St	EVANSVILLE	IN	47708
37865	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
37866	First Merchants Bank	200 E Jackson St	MUNCIE	IN	47305
37867	NewBank	146-01 Northern Blvd	NEW YORK CITY	NY	11354
37868	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
37869	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
37870	Trustmark National Bank	248 E Capitol St	JACKSON	MS	39201
37871	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
37872	United Prairie Bank	1141 Third Ave	MOUNTAIN LAKE	MN	56159
37873	First Bank	"2465 Kuser Rd, Ste 101"	HAMILTON	NJ	08690
37874	Mechanics Bank	1111 Civic Dr	WALNUT CREEK	CA	94596
37875	The Canandaigua National Bank and Trust Company	72 S Main St	CANANDAIGUA	NY	14424
37876	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
37877	First Chatham Bank	111 Barnard St	SAVANNAH	GA	31401
37878	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
37879	"Associated Bank, National Association"	200 N Adams St	GREEN BAY	WI	54301
